Name,Href,Birthday,Debut,Position,Team
Brian O'Keefe,/players/o/okeefbr01.shtml,"['July 15', '1993']","['\n    October 1, 2022\n    ']",['\n    Catcher\n  \n'],['Kansas City Royals']
Tyler O'Neill,/players/o/oneilty01.shtml,"['June 22', '1995']","['\n    April 19, 2018\n    ']",['\n    Leftfielder\n  \n'],['Boston Red Sox']
Bailey Ober,/players/o/oberba01.shtml,"['July 12', '1995']","['\n    May 18, 2021\n    ']",['\n    Pitcher\n  \n'],['Minnesota Twins']
Rougned Odor,/players/o/odorro01.shtml,"['February 3', '1994']","['\n    May 8, 2014\n    ']",['\n    Second Baseman and Third Baseman\n  \n'],[]
Jake Odorizzi,/players/o/odorija01.shtml,"['March 27', '1990']","['\n    September 23, 2012\n    ']",['\n    Pitcher\n  \n'],[]
Shohei Ohtani,/players/o/ohtansh01.shtml,"['July 5', '1994']","['\n    March 29, 2018\n    ']",['\n    Designated Hitter and Pitcher\n  \n'],['Los Angeles Dodgers']
Steven Okert,/players/o/okertst01.shtml,"['July 9', '1991']","['\n    April 19, 2016\n    ']",['\n    Pitcher\n  \n'],['Minnesota Twins']
Chris Okey,/players/o/okeych01.shtml,"['December 29', '1994']","['\n    June 10, 2022\n    ']",['\n    Catcher\n  \n'],['Los Angeles Dodgers']
Jared Oliva,/players/o/olivaja01.shtml,"['November 27', '1995']","['\n    September 21, 2020\n    ']",['\n    Outfielder\n  \n'],['Seattle Mariners']
Edward Olivares,/players/o/olivaed02.shtml,"['March 6', '1996']","['\n    July 25, 2020\n    ']",['\n    Outfielder\n  \n'],['Pittsburgh Pirates']
Adam Oller,/players/o/ollerad01.shtml,"['October 17', '1994']","['\n    April 12, 2022\n    ']",['\n    Pitcher\n  \n'],['Cleveland Guardians']
Matt Olson,/players/o/olsonma02.shtml,"['March 29', '1994']","['\n    September 12, 2016\n    ']",['\n    First Baseman\n  \n'],['Atlanta Braves']
Reese Olson,/players/o/olsonre01.shtml,"['July 31', '1999']","['\n    June 2, 2023\n    ']",['\n    Pitcher\n  \n'],['Detroit Tigers']
Jonathan Ornelas,/players/o/orneljo01.shtml,"['May 26', '2000']","['\n    August 7, 2023\n    ']",['\n    Shortstop and Third Baseman\n  \n'],['Texas Rangers']
Kaleb Ort,/players/o/ortka01.shtml,"['February 5', '1992']","['\n    September 13, 2021\n    ']",['\n    Pitcher\n  \n'],['Baltimore Orioles']
Oliver Ortega,/players/o/ortegol01.shtml,"['October 2', '1996']","['\n    September 8, 2021\n    ']",['\n    Pitcher\n  \n'],['Houston Astros']
Rafael Ortega,/players/o/ortegra01.shtml,"['May 15', '1991']","['\n    September 30, 2012\n    ']",['\n    Outfielder\n  \n'],['Chicago White Sox']
Joey Ortiz,/players/o/ortizjo06.shtml,"['July 14', '1998']","['\n    April 27, 2023\n    ']","['\n    Third Baseman, Second Baseman and Shortstop\n  \n']",['Milwaukee Brewers']
Luis Ortiz,/players/o/ortizlu02.shtml,"['September 22', '1995']","['\n    September 7, 2018\n    ']",['\n    Pitcher\n  \n'],['Philadelphia Phillies']
Luis Ortiz,/players/o/ortizlu03.shtml,"['January 27', '1999']","['\n    September 13, 2022\n    ']",['\n    Pitcher\n  \n'],['Pittsburgh Pirates']
Adam Ottavino,/players/o/ottavad01.shtml,"['November 22', '1985']","['\n    May 29, 2010\n    ']",['\n    Pitcher\n  \n'],['New York Mets']
Glenn Otto,/players/o/ottogl01.shtml,"['March 11', '1996']","['\n    August 27, 2021\n    ']",['\n    Pitcher\n  \n'],['San Diego Padres']
James Outman,/players/o/outmaja01.shtml,"['May 14', '1997']","['\n    July 31, 2022\n    ']",['\n    Centerfielder\n  \n'],['Los Angeles Dodgers']
Connor Overton,/players/o/overtco01.shtml,"['July 24', '1993']","['\n    August 12, 2021\n    ']",['\n    Pitcher\n  \n'],['Cincinnati Reds']
Johan Oviedo,/players/o/oviedjo01.shtml,"['March 2', '1998']","['\n    August 19, 2020\n    ']",['\n    Pitcher\n  \n'],['Pittsburgh Pirates']
Chris Owings,/players/o/owingch01.shtml,"['August 12', '1991']","['\n    September 3, 2013\n    ']","['\n    Shortstop, Second Baseman and Outfielder\n  \n']",['Los Angeles Dodgers']
Marcell Ozuna,/players/o/ozunama01.shtml,"['November 12', '1990']","['\n    April 30, 2013\n    ']",['\n    Outfielder\n  \n'],['Atlanta Braves']
Cristian Pache,/players/p/pachecr01.shtml,"['November 19', '1998']","['\n    August 21, 2020\n    ']",['\n    Centerfielder\n  \n'],['Philadelphia Phillies']
Chris Paddack,/players/p/paddach01.shtml,"['January 8', '1996']","['\n    March 31, 2019\n    ']",['\n    Pitcher\n  \n'],['Minnesota Twins']
Nicholas Padilla,/players/p/padilni01.shtml,"['December 24', '1996']","['\n    August 23, 2022\n    ']",['\n    Pitcher\n  \n'],['Chicago White Sox']
Kevin Padlo,/players/p/padloke01.shtml,"['July 15', '1996']","['\n    April 6, 2021\n    ']",['\n    First Baseman and Third Baseman\n  \n'],['Los Angeles Dodgers']
Emilio Pagán,/players/p/paganem01.shtml,"['May 7', '1991']","['\n    May 3, 2017\n    ']",['\n    Pitcher\n  \n'],['Cincinnati Reds']
Pedro Pagés,/players/p/pagespe02.shtml,"['September 17', '1998']",[],['\n    Pinch Hitter and First Baseman\n  \n'],['St. Louis Cardinals']
Joshua Palacios,/players/p/palacjo01.shtml,"['July 30', '1995']","['\n    April 9, 2021\n    ']",['\n    Outfielder\n  \n'],['Pittsburgh Pirates']
Richie Palacios,/players/p/palacri01.shtml,"['May 16', '1997']","['\n    April 25, 2022\n    ']",['\n    Leftfielder and Pinch Hitter\n  \n'],['Tampa Bay Rays']
Daniel Palencia,/players/p/palenda01.shtml,"['February 5', '2000']","['\n    July 4, 2023\n    ']",['\n    Pitcher\n  \n'],['Chicago Cubs']
Andre Pallante,/players/p/pallaan01.shtml,"['September 18', '1998']","['\n    April 10, 2022\n    ']",['\n    Pitcher\n  \n'],['St. Louis Cardinals']
Thomas Pannone,/players/p/pannoth01.shtml,"['April 28', '1994']","['\n    August 10, 2018\n    ']",['\n    Pitcher\n  \n'],['Chicago Cubs']
Michael Papierski,/players/p/papiemi01.shtml,"['February 26', '1996']","['\n    May 21, 2022\n    ']",['\n    Catcher\n  \n'],['Seattle Mariners']
Enoli Paredes,/players/p/pareden01.shtml,"['September 28', '1995']","['\n    July 24, 2020\n    ']",['\n    Pitcher\n  \n'],['Milwaukee Brewers']
Isaac Paredes,/players/p/paredis01.shtml,"['February 18', '1999']","['\n    August 17, 2020\n    ']","['\n    Third Baseman, Second Baseman and First Baseman\n  \n']",['Tampa Bay Rays']
Kyren Paris,/players/p/parisky01.shtml,"['November 11', '2001']","['\n    September 1, 2023\n    ']","['\n    Shortstop, Second Baseman and Centerfielder\n  \n']",['Los Angeles Angels']
Hoy Park,/players/p/parkho01.shtml,"['April 7', '1996']","['\n    July 16, 2021\n    ']","['\n    Second Baseman, Third Baseman and Outfielder\n  \n']",['Oakland Athletics']
Wes Parsons,/players/p/parsowe01.shtml,"['September 6', '1992']","['\n    August 9, 2018\n    ']",['\n    Pitcher\n  \n'],['Cleveland Guardians']
Vinnie Pasquantino,/players/p/pasquvi01.shtml,"['October 10', '1997']","['\n    June 28, 2022\n    ']",['\n    First Baseman and Designated Hitter\n  \n'],['Kansas City Royals']
Luis Patiño,/players/p/patinlu01.shtml,"['October 26', '1999']","['\n    August 5, 2020\n    ']",['\n    Pitcher\n  \n'],['San Diego Padres']
Graham Pauley,/players/p/paulegr01.shtml,"['September 24', '2000']",[],"['\n    Third Baseman, Pinch Hitter and First Baseman\n  \n']",['San Diego Padres']
James Paxton,/players/p/paxtoja01.shtml,"['November 6', '1988']","['\n    September 7, 2013\n    ']",['\n    Pitcher\n  \n'],['Los Angeles Dodgers']
Joel Payamps,/players/p/payamjo01.shtml,"['April 7', '1994']","['\n    August 21, 2019\n    ']",['\n    Pitcher\n  \n'],['Milwaukee Brewers']
Tyler Payne,/players/p/paynety01.shtml,"['October 25', '1992']","['\n    October 3, 2021\n    ']",['\n    Pinch Hitter and Catcher\n  \n'],['Los Angeles Angels']
Mark Payton,/players/p/paytoma01.shtml,"['December 7', '1991']","['\n    August 22, 2020\n    ']",['\n    Pinch Hitter and Outfielder\n  \n'],['Chicago White Sox']
Nate Pearson,/players/p/pearsna01.shtml,"['August 20', '1996']","['\n    July 29, 2020\n    ']",['\n    Pitcher\n  \n'],['Toronto Blue Jays']
Joc Pederson,/players/p/pederjo01.shtml,"['April 21', '1992']","['\n    September 1, 2014\n    ']",['\n    Outfielder\n  \n'],['Arizona Diamondbacks']
Elvis Peguero,/players/p/pegueel01.shtml,"['March 20', '1997']","['\n    August 26, 2021\n    ']",['\n    Pitcher\n  \n'],['Milwaukee Brewers']
Liover Peguero,/players/p/pegueli01.shtml,"['December 31', '2000']","['\n    June 18, 2022\n    ']",['\n    Shortstop and Second Baseman\n  \n'],['Pittsburgh Pirates']
Jeremy Peña,/players/p/penaje02.shtml,"['September 22', '1997']","['\n    April 7, 2022\n    ']",['\n    Shortstop\n  \n'],['Houston Astros']
Ryan Pepiot,/players/p/pepiory01.shtml,"['August 21', '1997']","['\n    May 11, 2022\n    ']",['\n    Pitcher\n  \n'],['Tampa Bay Rays']
David Peralta,/players/p/peralda01.shtml,"['August 14', '1987']","['\n    June 1, 2014\n    ']",['\n    Leftfielder\n  \n'],['Chicago Cubs']
Freddy Peralta,/players/p/peralfr01.shtml,"['June 4', '1996']","['\n    May 13, 2018\n    ']",['\n    Pitcher\n  \n'],['Milwaukee Brewers']
Sammy Peralta,/players/p/peralsa01.shtml,"['May 10', '1998']","['\n    May 4, 2023\n    ']",['\n    Pitcher\n  \n'],['Seattle Mariners']
Wandy Peralta,/players/p/peralwa01.shtml,"['July 27', '1991']","['\n    September 4, 2016\n    ']",['\n    Pitcher\n  \n'],['San Diego Padres']
Wily Peralta,/players/p/peralwi01.shtml,"['May 8', '1989']","['\n    April 22, 2012\n    ']",['\n    Pitcher\n  \n'],['Pittsburgh Pirates']
Oswald Peraza,/players/p/perazos02.shtml,"['June 15', '2000']","['\n    September 2, 2022\n    ']","['\n    Third Baseman, Shortstop and Second Baseman\n  \n']",['New York Yankees']
Angel Perdomo,/players/p/perdoan01.shtml,"['May 7', '1994']","['\n    August 18, 2020\n    ']",['\n    Pitcher\n  \n'],['Atlanta Braves']
Geraldo Perdomo,/players/p/perdoge01.shtml,"['October 22', '1999']","['\n    April 3, 2021\n    ']","['\n    Shortstop, Second Baseman and Third Baseman\n  \n']",['Arizona Diamondbacks']
Everson Pereira,/players/p/pereiev01.shtml,"['April 10', '2001']","['\n    August 22, 2023\n    ']",['\n    Leftfielder\n  \n'],['New York Yankees']
Carlos Pérez,/players/p/perezca02.shtml,"['October 27', '1990']","['\n    May 5, 2015\n    ']",['\n    Catcher and First Baseman\n  \n'],['Oakland Athletics']
Carlos Pérez,/players/p/perezca03.shtml,"['September 10', '1996']","['\n    August 26, 2022\n    ']",['\n    Catcher and Pinch Hitter\n  \n'],['Chicago White Sox']
Cionel Pérez,/players/p/perezci01.shtml,"['April 21', '1996']","['\n    July 11, 2018\n    ']",['\n    Pitcher\n  \n'],['Baltimore Orioles']
Eury Pérez,/players/p/perezeu02.shtml,"['April 15', '2003']","['\n    May 12, 2023\n    ']",['\n    Pitcher\n  \n'],['Miami Marlins']
Francisco Pérez,/players/p/perezfr01.shtml,"['July 20', '1997']","['\n    August 12, 2021\n    ']",['\n    Pitcher\n  \n'],['Oakland Athletics']
Hernán Pérez,/players/p/perezhe01.shtml,"['March 26', '1991']","['\n    June 9, 2012\n    ']","['\n    Third Baseman, Outfielder and Second Baseman\n  \n']",['Cincinnati Reds']
Joe Perez,/players/p/perezjo02.shtml,"['August 12', '1999']","['\n    April 8, 2022\n    ']",['\n    Pinch Hitter and Third Baseman\n  \n'],['Pittsburgh Pirates']
Martín Pérez,/players/p/perezma02.shtml,"['April 4', '1991']","['\n    June 27, 2012\n    ']",['\n    Pitcher\n  \n'],['Pittsburgh Pirates']
Michael Pérez,/players/p/perezmi03.shtml,"['August 7', '1992']","['\n    July 26, 2018\n    ']",['\n    Catcher\n  \n'],['Baltimore Orioles']
Roberto Pérez,/players/p/perezro02.shtml,"['December 23', '1988']","['\n    July 10, 2014\n    ']",['\n    Catcher\n  \n'],['Boston Red Sox']
Salvador Perez,/players/p/perezsa02.shtml,"['May 10', '1990']","['\n    August 10, 2011\n    ']",['\n    Catcher\n  \n'],['Kansas City Royals']
Wenceel Pérez,/players/p/perezwe01.shtml,"['October 30', '1999']",[],['\n    Outfielder and Pinch Hitter\n  \n'],['Detroit Tigers']
Blake Perkins,/players/p/perkibl01.shtml,"['September 10', '1996']","['\n    April 19, 2023\n    ']",['\n    Outfielder\n  \n'],['Milwaukee Brewers']
David Peterson,/players/p/peterda01.shtml,"['September 3', '1995']","['\n    July 28, 2020\n    ']",['\n    Pitcher\n  \n'],['New York Mets']
Dustin Peterson,/players/p/peterdu01.shtml,"['September 10', '1994']","['\n    May 28, 2018\n    ']",['\n    Outfielder and First Baseman\n  \n'],['Pittsburgh Pirates']
Jace Peterson,/players/p/peterja01.shtml,"['May 9', '1990']","['\n    April 25, 2014\n    ']","['\n    Second Baseman, Third Baseman and Outfielder\n  \n']",['Arizona Diamondbacks']
Brandon Pfaadt,/players/p/pfaadbr01.shtml,"['October 15', '1998']","['\n    May 3, 2023\n    ']",['\n    Pitcher\n  \n'],['Arizona Diamondbacks']
Brett Phillips,/players/p/phillbr02.shtml,"['May 30', '1994']","['\n    June 5, 2017\n    ']",['\n    Outfielder\n  \n'],['Chicago White Sox']
Connor Phillips,/players/p/phillco01.shtml,"['May 4', '2001']","['\n    September 5, 2023\n    ']",['\n    Pitcher\n  \n'],['Cincinnati Reds']
Evan Phillips,/players/p/phillev01.shtml,"['September 11', '1994']","['\n    July 3, 2018\n    ']",['\n    Pitcher\n  \n'],['Los Angeles Dodgers']
Konnor Pilkington,/players/p/pilkiko01.shtml,"['September 12', '1997']","['\n    April 15, 2022\n    ']",['\n    Pitcher\n  \n'],['Arizona Diamondbacks']
Kevin Pillar,/players/p/pillake01.shtml,"['January 4', '1989']","['\n    August 14, 2013\n    ']",['\n    Centerfielder\n  \n'],['Chicago White Sox']
Israel Pineda,/players/p/pinedis01.shtml,"['April 3', '2000']","['\n    September 11, 2022\n    ']",['\n    Catcher\n  \n'],['Washington Nationals']
Riley Pint,/players/p/pintri01.shtml,"['November 6', '1997']","['\n    May 17, 2023\n    ']",['\n    Pitcher\n  \n'],['Colorado Rockies']
René Pinto,/players/p/pintore02.shtml,"['November 2', '1996']","['\n    April 26, 2022\n    ']",['\n    Catcher\n  \n'],['Tampa Bay Rays']
Ricardo Pinto,/players/p/pintori01.shtml,"['January 20', '1994']","['\n    May 31, 2017\n    ']",['\n    Pitcher\n  \n'],['Philadelphia Phillies']
Stephen Piscotty,/players/p/piscost01.shtml,"['January 14', '1991']","['\n    July 21, 2015\n    ']",['\n    Rightfielder\n  \n'],['Oakland Athletics']
Nick Pivetta,/players/p/pivetni01.shtml,"['February 14', '1993']","['\n    April 30, 2017\n    ']",['\n    Pitcher\n  \n'],['Boston Red Sox']
Michael Plassmeyer,/players/p/plassmi01.shtml,"['November 5', '1996']","['\n    August 23, 2022\n    ']",['\n    Pitcher\n  \n'],['Pittsburgh Pirates']
Kevin Plawecki,/players/p/plaweke01.shtml,"['February 26', '1991']","['\n    April 21, 2015\n    ']",['\n    Catcher\n  \n'],['San Diego Padres']
Zach Plesac,/players/p/plesaza01.shtml,"['January 21', '1995']","['\n    May 28, 2019\n    ']",['\n    Pitcher\n  \n'],['Los Angeles Angels']
Colin Poche,/players/p/pocheco01.shtml,"['January 17', '1994']","['\n    June 8, 2019\n    ']",['\n    Pitcher\n  \n'],['Tampa Bay Rays']
Jorge Polanco,/players/p/polanjo01.shtml,"['July 5', '1993']","['\n    June 26, 2014\n    ']",['\n    Shortstop and Second Baseman\n  \n'],['Seattle Mariners']
Drew Pomeranz,/players/p/pomerdr01.shtml,"['November 22', '1988']","['\n    September 11, 2011\n    ']",['\n    Pitcher\n  \n'],['Los Angeles Dodgers']
Zach Pop,/players/p/popza01.shtml,"['September 20', '1996']","['\n    April 3, 2021\n    ']",['\n    Pitcher\n  \n'],['Toronto Blue Jays']
Sean Poppen,/players/p/poppese01.shtml,"['March 15', '1994']","['\n    June 19, 2019\n    ']",['\n    Pitcher\n  \n'],[]
Logan Porter,/players/p/portelo01.shtml,"['July 12', '1995']","['\n    September 12, 2023\n    ']",['\n    Catcher\n  \n'],['Kansas City Royals']
Cody Poteet,/players/p/poteeco01.shtml,"['July 30', '1994']","['\n    May 12, 2021\n    ']",['\n    Pitcher\n  \n'],['New York Yankees']
Yohel Pozo,/players/p/pozoyo01.shtml,"['June 14', '1997']","['\n    August 13, 2021\n    ']",['\n    Designated Hitter and Catcher\n  \n'],['Oakland Athletics']
Nick Pratto,/players/p/prattni01.shtml,"['October 6', '1998']","['\n    July 14, 2022\n    ']",['\n    First Baseman and Leftfielder\n  \n'],['Kansas City Royals']
Ryan Pressly,/players/p/pressry01.shtml,"['December 15', '1988']","['\n    April 4, 2013\n    ']",['\n    Pitcher\n  \n'],['Houston Astros']
Quinn Priester,/players/p/priesqu01.shtml,"['September 16', '2000']","['\n    July 17, 2023\n    ']",['\n    Pitcher\n  \n'],['Pittsburgh Pirates']
Jurickson Profar,/players/p/profaju01.shtml,"['February 20', '1993']","['\n    September 2, 2012\n    ']","['\n    Leftfielder, Second Baseman and Shortstop\n  \n']",['San Diego Padres']
Austin Pruitt,/players/p/pruitau01.shtml,"['August 31', '1989']","['\n    April 2, 2017\n    ']",['\n    Pitcher\n  \n'],['Texas Rangers']
A.J. Puk,/players/p/pukaj01.shtml,"['April 25', '1995']","['\n    August 21, 2019\n    ']",['\n    Pitcher\n  \n'],['Miami Marlins']
Cal Quantrill,/players/q/quantca01.shtml,"['February 10', '1995']","['\n    May 1, 2019\n    ']",['\n    Pitcher\n  \n'],['Colorado Rockies']
José Quijada,/players/q/quijajo01.shtml,"['November 9', '1995']","['\n    April 24, 2019\n    ']",['\n    Pitcher\n  \n'],['Los Angeles Angels']
Jose Quintana,/players/q/quintjo01.shtml,"['January 24', '1989']","['\n    May 7, 2012\n    ']",['\n    Pitcher\n  \n'],['New York Mets']
Esteban Quiroz,/players/q/quiroes01.shtml,"['February 17', '1992']","['\n    September 17, 2022\n    ']",['\n    Second Baseman\n  \n'],['Philadelphia Phillies']
Ceddanne Rafaela,/players/r/rafaece01.shtml,"['September 18', '2000']","['\n    August 28, 2023\n    ']","['\n    Centerfielder, Second Baseman and Shortstop\n  \n']",['Boston Red Sox']
Cole Ragans,/players/r/raganco01.shtml,"['December 12', '1997']","['\n    August 4, 2022\n    ']",['\n    Pitcher\n  \n'],['Kansas City Royals']
Tanner Rainey,/players/r/raineta01.shtml,"['December 25', '1992']","['\n    April 10, 2018\n    ']",['\n    Pitcher\n  \n'],['Washington Nationals']
Cal Raleigh,/players/r/raleica01.shtml,"['November 26', '1996']","['\n    July 11, 2021\n    ']",['\n    Catcher\n  \n'],['Seattle Mariners']
Brooks Raley,/players/r/raleybr01.shtml,"['June 29', '1988']","['\n    August 7, 2012\n    ']",['\n    Pitcher\n  \n'],['New York Mets']
Luke Raley,/players/r/raleylu01.shtml,"['September 19', '1994']","['\n    April 9, 2021\n    ']",['\n    Outfielder and First Baseman\n  \n'],['Seattle Mariners']
Erasmo Ramírez,/players/r/ramirer02.shtml,"['May 2', '1990']","['\n    April 9, 2012\n    ']",['\n    Pitcher\n  \n'],['Tampa Bay Rays']
Harold Ramírez,/players/r/ramirha02.shtml,"['September 6', '1994']","['\n    May 11, 2019\n    ']","['\n    Outfielder, Designated Hitter and First Baseman\n  \n']",['Tampa Bay Rays']
José Ramírez,/players/r/ramirjo01.shtml,"['September 17', '1992']","['\n    September 1, 2013\n    ']","['\n    Third Baseman, Second Baseman and Shortstop\n  \n']",['Cleveland Guardians']
